verified_reviews,sentiment
no stars!!!who wouldnt hate this fuckin place if you have been in theyre office of a total over 4 fuckin hours!!!!good luck to others!!!,Negative
"Big selection of wines, but I'm constantly disappointed by their austrian and german selections. Staff can be somewhat helpful if you're a beginner, but I find that their knowledge is relatively shallow - for instance I spoke with a wine consultant that didn't know Oregon produced chardonnay.",Neutral
"Don't get a car wash from the pump unless u plan on going inside to get a receipt u can actually read(and its all the pumps not just one).  Also be ready for attitude from Lori when she has to stop talking to \""regulars\"" to do her job.",Negative
They were quick & easy. Although they forgot to take off my discount on my total.,Neutral
"It's good, but not great.  The Italian beef is tasty, but hardly unique or memorable.  I actually like the sausage better.  Aside from that, it's just another Phoenix place that thinks putting Chicago/New York/etc. in the name and on the walls makes the food interesting.",Neutral
"I’m not sure why or how Amazonia asking me about this purchase. I got it as a gift from my kids for Mother’s Day...  It was not bought from my account. Lil bit creepy 😑. I haven’t really had much use for it as no one calls, they text. So that part meh. The other things it does are no different than the other Alexa products.",Positive
Painfully long lines in the early afternoon on a regular weekday...all for a large container of glitter.,Negative
"Fun bartenders who made us laugh! gREaT corn on the cob, but wait staff can be slow and there is always a problem with the check.....",Negative
Its a good japanese restuarant. It is not a sushi bar. It only provides sushi rolls and sashami.\n\nIts Good but not great. It is run by Japanese staff. Which is a sign of quality.,Neutral
There is one thing I get here and it is awesome...THE PANANG CURRY.\n\nEverything else is a drop off ...but the Panang is fantastic.,Negative
Went because of Guy's show DDD and these ratings...  it was fun but NOTHING outstanding that 4 or 5 stars should indicate.  Good Service locally owned BAR with bar food. MUCH BETTER places to eat in Vegus  so spend your time at those.,Negative
"The Echo Spot has really helped me to streamline my day and be more efficient! It reminds me of any appointments, warns me about traffic snarls, and tells me the weather every day while suggesting new music and introducing me to new artists.",Positive
Easy to Install. Very clear speaker. I took one star off because it was delivered late by OnTrac-like usual.,Positive
Another late night spot. The food is always  good. From the Carne to chicken.  It's great after a few drinks.  Try it all.,Neutral
"So far so good.  Not to tech savvy so, I'm still trying to figure out what I can do with it but, it was easy to set up and so far easy to use.  Lots of apps that it can use.  I will have to play with it some more but its fun to have.",Positive
Thank you.,Neutral
The steak deal is easily worth double the asking price.  Its a solid 15 dolla steak.  The fried chicken is quite good as well - blows hash house away.  Hit it.,Neutral
"Good staff, great drinks, good BBQ.",Positive
"just as busy\n\njust as useless\n\njust as rude\n\nboo to you, vodafone!!",Negative
Nice upgrade from an Echo Dot.,Positive
Food took over an hour to come out. Wasn't only our table everyone around us had the same issue. Food just takes way too long to come out not worth coming here avoid,Negative
I like having more Alexa devices in my house and the sales price on amazon prime day was too tempting.,Positive
Meat and chicken is high a quality-customer service gets three stars though-unfriendly staff at times-with high prices they charge excellent customer service should be an expectation.,Neutral
"Meh. Tomato bisque, Veal Parmesan, side of spinach. Slightly below average food. Way overpriced for the quality. Soup wasn't as good as progresso tomato soup. Skip it (unless they are doing a 75% off night or something). Not awful, but definitely not worth it.",Negative
"The caf\u00e9  is terrible, the entire store looks run-down and disorganized.  I absolutely love buying a coffee and reading a magazine at Barnes & Noble.  But not at this one.  They need a serious remodeling and to clean this mess up.",Negative
"Great Mexican food and excellent service! The food and the Margaritas are to die for! Try it, it is worth it.\nEver, Erin and Paulina always make you feel welcome.",Positive
Quick and easy to set up,Positive
"This place is great!  All of the food is good and it's a unique experience.  Grab your own menu, seat yourself, the people are friendly, it's clean, and today they even have a breakfast DJ!  I love it.",Positive
"I live in Pahrump. Sure would be nice if delivery guy would service us properly.\nI love their ROCKY ROAD,  cannot seem to get the complacent driver to inventory and deliver any kind of assortment !!  WHAT A SHAME",Neutral
Very easy to install and am excited to use!,Positive
Service was very good but the food was very expensive and pretty bland. No salt & pepper to be found :(,Negative
"Food good, service not the best.",Neutral
"I did not eat here, but stopped in for drinks after dinner . Our bartender  Robert was friendly and engaging.  They have a nice balcony area with a great view.   I have heard good things about the food, but have not tried it myself.",Neutral
"It's going out of business! Get your personalized, whimsical items at discounted prices while you can!\n\nThey have cards, picnic items, party favors...lots of bright colors and many things have personalized letters on it (for those of you into stuff with your initial on it).",Neutral
Enjoyed the burger. Was Definitely a messy burger but had good taste. Their selection of fries was ok...we had the buffalo fries with blue cheese and it was just to overpowering. Service wasn't as good as I expected but a good place to eat if you don't want anything special.,Neutral
"Doesn't return calls. Not a huge deal, but doesn't rate five stars on yelp either.",Negative
"My difficulty is I dont have a cell phone,and now you cant download the alexa app on a Mac book air.  SO I am stuck, unable to program my echo show properly. In my opinion you should be able to tell the echo show what you need done. and the echo show does it. every time i ask for something I am referred back to the alexa app.on your mobile device, which I cannot access.To me this is not intelagence but dependence on other equipment to function.Every thing today is pushed to the phone,  because the phone has been made accessable,  to all those who wish  to gather information",Positive
"Coffee was on par with other coffee bean locations, but the place is small and there were some kids getting busy in the entry for way too long. \n\nThere's a Dunkin Donuts next door. I'll probably go there in the future.",Neutral
Terrible. My eyelashes were one clumpy mess and I had to go get them removed by another stylist.,Negative
"Not as bad as I thought it was going to be. Hot girls working inside, decent prices and fairly good turnout of people inside..Will try again and might get 4th star.",Neutral
Awesome piece of technology that has simplified my life. Great purchase.,Positive
Nice place to dine but the food was not tasty at all. Good service. The brunch isn't bad but def has room for lots of progress.,Negative
If you need gas then you better be careful,Neutral
"Not impressed, waiter not attentive to empty drinks. Expensive small plates, won't be back! Entertainment ok",Neutral
Happy hour was slow. Took 10 min for someone to take our drink and 20 min to get it. Tasted like all soda water and NO vodka. They made no effort to compensate us.,Neutral
"Tasty, but random.  Do not order a chocolate shake it is kinda cold watery chocolate milk...  the pizza is good though.",Neutral
The cheapest strongest drinks in town plus a great laid back atmosphere! Love this bar,Positive
"Decent breakfast food, love that the bagels are made New York style; it's all about the water. Over crowded and the staff is alright not the friendliest but they were at least semi-cheerful.\nThe parking situation is horrible and a big detraction from the accessibility to this place.",Neutral
Love the Echo Show.  Being able to see the lyrics of the songs as they play or to be able to put a recipe up on the screen is wonderful!!,Positive
Best pizza in scottsdale,Positive
It's a decent pool joint; nothing out of the ordinary. Hot wings were good and not over cooked. Tuna sandwich was actually decent. Had to go up to the bar to order food because we were ignored by the one waitress there.,Neutral
"Stan's has great prices OUTSIDE mostly because they things they have prepacked are spoiled and moldy or will be tomorrow.  Inside is just average quality, equally average priced produce.",Negative
"Service was very good, food fine for what it is... Tourist stop in a casino. But really why? We knew it was a poor choice - but only thing open at 10 am without a line. Prices ridiculous for quality. Skip eating n just buy a T-Shirit. You'll thank us",Negative
"My friends raved about this but I actually didn't care for it. Maybe I need to give it another shot, or my friends are crazy. I think they're crazy, lol.",Neutral
I love it. Use it mostly for the music huge repertoire to choose from,Positive
Zumanity burger\nCajun salmon burger\nLong wait for food\nSoggy fries\nBurgers were good\nPickle is good,Neutral
LOVE .. LOVE my Echo Plus !  So silly simple to set up .  Alexa has now become my new BFF.  Amazon 24/7 Support is hard to beat !!  Any questions answered any time ... What more can you ask for !!!,Positive
Breakfast was pretty yummy and as I was walking out I noticed they have mimosas will def go back!!!!,Positive
Worst place ever!!!! Won't deliver prelabeled UPS PACKAGES!!!! What do you exist and place the sign out front?,Negative
"I was skeptical at first but &#34;it&#34; grows on you.  It looks good, so far.  I did, however, turn off the camera.",Positive
"Fast delivery and decent asian food in the madison area. A little too greasy and too much soy sauce, but I would definitely order delivery again.",Neutral
"Overpriced pancakes....!!!  Service is ok, decor is ok...nothing to be overly excited about!",Negative
Not as good as China a go go I usually go to but still ok. green valley location is the best!!!!,Neutral
"The rudest bartender in Phoenix! Will not be back!  Went for Monday night football and he didn't have the sound on because he was too busy.  What? It's a \""sports bar\"" what a jerk",Negative
"Great beers, great atmosphere, great service.  Just a great place, did I mention this place was pretty great?",Positive
Its not that hard to smile and pretend the customer exists.  They also burnt the breakfast food.  Don't go for breakfast.  They are more interested in talking to the other staff than working.,Negative
"As much as I like the breakfast at McDonald's, I will no longer be going to them. WHY? One reason, their Wi-Fi. It is without a doubt the absolute worst on the planet. Dunkin Donuts and Starbucks are fantastic but McDonald's is very, very, very bad.",Negative
I have never been more disrespected by an auto shop.  Not only did I have to take my car back in 3 times but I was verbally abused by the owner and a mechanic.  I was told to never come back and believe me that won't be a problem.,Negative
Vassie Gardner went way way out of the scope of normal customer service to help me get the part to fix my tire. I have always had great service at Discount tire but this went into another galaxy. THANK YOU Vassie!,Positive
"I absolutely love this thing. And I love AMAZON because my Echo Show went bonkers and all it took was a brief chat and Voila, a new one to replace it is on the way. I was floored when the screen started blurring and shaking and jumping and missing part of its data. Alexa still talked but I couldn't watch movies. SO HAPPY that Amazon is so easy to deal with and makes good on its products without any hassle at all.",Positive
Was disappointed after numerous phone calls and emails sent that were not responded to in regards to a Groupon.,Negative
I went to this place when they just opened and the quality was much better!,Neutral
"I was hesitant to buy the echo because I have the echo Dot and it seems good enough. The echo is the same except the sound quality, which I really didn't feel I needed. However, I am so glad I got it. What a difference! The sound really is far superior to the Echo Dot! Now I can listen to The Greatest Showman with a little more power!",Positive
Rundown armpit.\nRotten gas station chic in the Men's room.\nThe duct tape holding the mirror on the wall was a nice touch.,Negative
Was such a bad restaurant that my mom got physically sick after eating the Chicken Fried Steak. I had the Malted Waffle and it was no better (or bigger) than an Eggo waffle. Very disappointing.,Negative
Annoyingly slow!!!!  Takes an hour to get a car wash.  Not acceptable. People have jobs and lives Danny's but then again it is apparent lately by your quality and your staffing that you have give up!,Negative
Cool bartenders. Best view in Vegas. Disappointing dj. Great if you like middle aged women with no underwear.,Neutral
super small selection.  really.  go to Mandalay Bay instead.,Negative
"Eh.  More like 2 1/2.  It just wasn't what I am used to as far as \""Mexican\"" or whatever the proper descriptor of this cuisine is.  The decor is kind of cool, but other than that I'm not sure it's worth the money.  Really, what is these days?",Neutral
It was OK. Food very oily and salty. Will not be back.,Negative
Totally passable. Clean and compact. Not many amenities. Good place to connect to other lathers airports.,Neutral
"Refurbish Echo Dot received as new condition, as new packaging, no complaints. Neat little gadget.(Drives my wife nuts!)",Positive
This place merits 3 stars at the most. I've been here twice and nothing excites me about this place. Everything is way too expensive for a so called outlet mall.,Neutral
theres always a machine or two that dont function and the fact that the front girl never looks up at you to say high kinda sucks when youre walking in there at 6am,Neutral
I learned that eating here at night except saturday night is a different taste. I will only eat here for lunch and saturday night because of the cook.,Negative
Great fries with lots of creative sauce options.  Good service and couple great local area  beers. Fun to hang out.,Neutral
Friendly staff compared to other Ross's I have been to. found few good items. place was not to unorganized.,Neutral
I like that it respond most of my comands. Great product.,Positive
It was ok. Parts were good. The sea bass was ok the crab cakes were very good.   I still prefer the bone fish grill. They had great service.,Neutral
Love the Blarney Chips!! They are waffle fries with nacho toppings on steroids! The late night menu rocks! Bar service was much better the second time around.,Neutral
"What can I say. Well, I’m a  paranoid IT person of 30 years but got hooked on the idea of cloud based home control. So yes I love my echo stuff but, I did create a isolated VLAN on my home network to run the devices including the cheap ones that require you to sign up on some questionable website and download their app. Be carful with these people!  Entering your Wi-Fi password on a site that’s not vetted and your location when the app askes is not a good thing. Try to stay with devices that  work directly with the Alexa hub with no third-party app, Amazon has more control of these types of devices and how the  sensitive information is handled.",Positive
"If you're looking for authentic Italian food, this isn't your place.\n\nIf, however, you're looking for an alternative to the other well-known American/Italian eatery, give this place a shot.  It's a bit more \""snazzy\"" and the food is good quality. Prices are in line with similar establishments.",Neutral
"I like that it's smaller, but it has never understood commands as easily as our first-gen original Echo did.",Positive
Maybe 2 1/2 stars.  I'll come here for a trim.  They seem to do okay with men's hair though.  My husband has come here a few times and gotten a nice cut.,Neutral
The Echo Show works great. I enjoy  very much.,Positive
"I'm sorry to say that I finally left this place. Many of may favorite instructors did as well. It's a ghost town, sad hot steamy place with bad instructors. One value that any business owner should know is to keep your employees happy. Obviously they weren't.",Negative
"This is your average \""locals\"" casino.  The facility is pretty nice and there are plenty of things to do here; gamble, bowling, movies, food.  I think that this is one of the nicer local casinos when it comes to cleanliness.",Neutral
"Cheap, filling, and way better then the Strip's offerings\n\nPick up a small dish here and grab some poki next door and you have a jammin lunch.\n\nIt's simple people you grab the pad thai and get the tuna\n(And then the Batman! =)",Neutral
"the deathly thin blonde/redhead  girl that works here is just plain offensive.  i can hear you complain about \""stupid fucking foreigners\"", i am not deaf.",Negative
***Closed***\n\nThis place wasn't bad but it is always sad to see a locally owned eatery close up shop.,Neutral
Very expensive liquor and a horrible wine selection. A bottle of good vodka or cognac is easily $10 or more per bottle.  Before ownership changed the wine selection was OK now it's comparable to 7-11. I hear the food is good however.  Smh,Negative
Sure this Walmart is cleaner than many I have seen but don't expect to get any help if you need any. The photo guy was oblivious to customers and an instant photo machine ended up take 30 minutes to get my pics. Not worth it.,Neutral
It's alright. Not the best. But ain't the worst.,Neutral
Have been in once since and the quality and atmosphere had changed.  Since it is now out of the way for me to even go there I probably won't be back.  Disappointed,Neutral
Good eats and decent prices,Neutral
Husband loves it!,Positive
I love it best gift I got myself,Positive
"Pretty long wait, but its expected because its Vegas. The Turkey Wrap was good, I think the appetizers were a little greasy (chicken strips, artichoke dip, and egg rolls) and a little pricey. Service was good and the kids love the whole Rain Forest show.",Neutral
"Went here in a recommendation,  portions and service were great, pho soup base a little sweet.",Neutral
"Eh,\n\nIts got nice ambiance, service is good. Nothing special.",Neutral
"I recently attended a work party at the Pittsburgh Steak Company for the 4th time. I would  NOT recommend this place for a party unless you don't mind unfriendly servers, food being taken away before the party ends and while everyone is still eating. Mary B.",Negative
"Gary is a great Landscaper Designer. His crew is excellent, very clean, organize. They know their work. We schedule the remodel during the holiday season and everything was deliver on time. The plants are growing beautiful.",Positive
"Nothing extraordinary here. Seated our large group outside in the cold when the interior restaurant was empty. Food was decent, same as any other in this chain.",Neutral
"Overpriced and underwhelming. Burger was mediocre and bland. Not sure what makes french fries dry, but they were dry and flaky...don't know how else to explain them!",Negative
This place sucks. They charge for korean hot tea. Charge tip % of 4 or more.  Charge for refill on side dishes of 3 or more. Crap!!!,Negative
"Too sad, they closed! \nToday I went there to arrange for a group sitting and saw that there is no sign of business anymore.  A letter on the door was saying that only the uptown branch is open from now on.",Neutral
"Across from Walgreen's.\n\nAverage as far as Starbucks go. Service wasn't outstanding.\n\n Not much to write about, so I'm done.",Neutral
Hands free calling in the house. I misplace my cell phone all the time so this is a real blessing. Really enjoying the streaming music.,Positive
Contemporary atmosphere.  Good range of Italian offerings.  Attentive wait staff.  Portions generous.  Price reasonable.  Food fine.  \nI'd go again.,Neutral
"decent sushi, udon noodles and service. The sushi was fresh, but not extra ordinary. My search for a good sushi place continues.",Neutral
"Its Sam's if you need a four year supply of mayo they got it. Cheap lunch in cafe. Nice for bulk buys, clean store.",Neutral
"Atmosphere was decent/ clean. Service was good, they are friendly and fast. The Greek salad was decent but not the best I've had. The chicken shawarma was not very good, maybe it's just me, would not order it again.",Neutral
Expect to wait about an hour to get your food. But it's definitely good once it's there!,Neutral
Sex & High  Flying circus acts. I purchased balcony seats which were perfect for viewing all the aerial acrobatics.,Neutral
"Lines move quickly, they serve coffee & snacks, and they are always friendly. Drive thru ATM's also.-Really why is there braille on the drive-thru ATM?",Neutral
"I've been here many times before and it was good enough for us to come back. However, this time I couldn't find any single item that I liked. I tried many different things until I don't want to eat any more. Won't be coming back again for sure.",Negative
It doesn’t always  work,Negative
They are like robots because they have no human compassion and see everything in black and white.,Negative
Customer service is not good.  Am I invisible? Watched at least 4 employees completely ignore me as I looked at shoes.  Even sat down and waited patiently for someone to help me. Gave up- walked out- and as I was walking out someone asked if I needed something.,Negative
No thanks.,Negative
No YouTube,Negative
This show is not as good as the other Cirque du Soleil ones. I felt asleep a little bit during the show. The story is kind of boring. I am not a big fan of the singing. The clowns have a few good acts. I would not recommend it.,Neutral
"Very pleased with my purchase of Echo Smart Speaker - love the fact that I can play music of different genre's whenever I want.Had some trouble at first with the WI FI, but it is now working.",Positive
Love the fire stick and the amazon customer service!!!,Positive
Server was very nice however food was horrible. Chicken had fat on each piece and bean burrito was tasteless. I am not sure how they can still be in business.,Negative
Decent coffee. My issue is with the Internet connection. I came to get some work done but was unable to secure a connection for longer than 20 minutes or so.,Neutral
They don't have bbq pork any longer.,Neutral
"The sushi is ok, the bento box is good, but the service is suuuuuuper slowwwww. I would suggest skipping unless you have a serious hankering for 30 mins for your simplest meal",Negative
"Dirty , worst customer service I've ever experienced. Overpriced for just average food. Don't waste your time or money. We waited over 30 minutes to order and then 40 minutes for our pizza to be warmed up. The owner is pompous and arrogant .",Negative
"I was not impressed. The girl who served me was sick and barely had a voice. I don't want to get sick! I got an espresso and it was way to bitter. A good espresso is about 18 seconds of pouring time, it tasted of about 30 seconds.",Negative
Very good,Positive
I love Dr. Chambers but mannn the wait took like 2 hours long!!!!! I finally left and rescheduled. I couldn't wait another hour!!,Neutral
"I was really happy with my original echo so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then  I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. im hoping Amazon will take this thing back and give me a good deal on an echo spot which I hope will be a better nightstand device.",Negative
"This subway's already down hill. They have less options (no silantro or Swiss cheese). And  that is not all, they charge for refills, unlike other subway's or other sub places. And also their meat has a weird taste. But my sub was okay, but a bit dry.",Negative
Good sushi and great infused sake!  Gets a little packed on the weekends but is a fun crowd.,Neutral
"Hummus was good as always.  Had the lamb burger for lunch. Ordered medium rare got it well done,  good burger just a little bit too much going on with all of the seasonings pepper and other stuff inside.  The fries we by far the best part of the meal.",Neutral
"we ended up sitting in the vip section on the rooftop terrace with a perfect view of this unusual city.  service is excellent but bottles are more expensive than any club i've ever been to.  very segregated clientelle based on ability to pay for own drinks.  good music, nice crowd.",Positive
"You take your own order, and wait in line and watch your pizza being made. They take fresh ingredients and you customize your own pizza.  Talk about having it your way.",Neutral
The only thing I like about this place is there Iced coffee and the Roasted Beef sandwiches. \n\nLee's Sandwiches is Over RATED!!!,Neutral
This restaurant really should not exist. The waiter has made a ton of mistakes and the food takes forever to come out.,Negative
"Food was okay, drinks were really good! The place was really loud but big enough to move to another side of the bar if it gets to loud.",Neutral
That was one of the most disgusting experience that I had in my life....very Bad FOOD  period!!,Negative
"I love Pita Jungle and go often.  However, the location on Tatum has had extremely slow service the last two times I was there.  Today 4 of us went to lunch and it was an hour and a half!",Negative
Already had an Echo Dot. The Echo is even better with fuller sound. Also during setup it now lets phone calls to be made to my contact list which is great!,Positive
"The wait time is ridiculous, but the place is relatively small. Packed places mean good food though. Which was the truth! The hazelnut pancakes were delicious. The omelet could have more salt, but tasted fairly well. The hash browns could have been cooked better but I enjoyed them.",Neutral
"This is a fun place to go and they have some fun items on the menu such as season corn and flavored drinks- however, when the season is off, they are a run of the mill burger place. Very greasy.",Neutral
"Food is good,  but the fried rice had a burnt taste to me,  My sister said it's good but It tasted funny to me.  But overall everything else we had was good",Neutral
"This place got hit with a dumb bomb!  The food is ok when you get your full order, cant ask much for McDonalds though since the employees cant count higher than 2.",Neutral
"Food was good, service was fast and friendly. BUT... place was in serious need of cleaning.",Neutral
"Great product, fun to use!!",Positive
Really wanted to like this place. Brisket was tough and rubbery. Cobbler was average. Hostess lacked warmth and scruples.,Negative
"Hey, at least the guy didn't ask \""what can we get started for you\"". He knew I just wanted coffee. Medium coffee. Thanks.",Neutral
Fairly useless.,Negative
Great sliders especially when they're $5.99 for the Monday lunch special. Other food is good but not great. Service was friendly and attentive but slow.\n\nI'm not a drinker so I can't comment on the wine.,Neutral
This place is OK.  There's a decent variety.  Prices are OK.  Food is OK.  There's nothing really special but it's consistent and predictable.  It's not my first choice but it's a place we will go occasionally.,Neutral
"3.5 stars. I would go back for the mussels, the wine and the vanilla souffle. We also had the duck and although the meat was good, I didn't like the flavor of the risotto.",Neutral
A little rough around the edges this place is ....the food itself was fine...but the staff was pushy and kinda mean in a way ....really tryd to up sell you to something you didnt want in the first place....anyway i probably wont go back unless tied up and brought there....,Negative
We came in with a business group of 10 people and the service was great and attentive to our needs. The sushi apps were tasty and the main dished were cooked to perfection. I have tasted better but it is a nice place to go to impress.,Neutral
"I gave these guys a chance.  For years, really.  Terrible communication and forget about the customer service.  Very sad to write a bad review;  but this is no place for animal lovers.  Hope they get their act together.",Negative
0% financing is always good. But you can't go in this place without someone following you around so they can get a sale. Good selection of everything tho. Will always go back but might want to dress in camouflage to blend in and look in peace.,Neutral
"We do love the Stetson chop, it is so good!!!\n\nOrder out, same great food without the wine at triple the price. TRIPLE!!!",Neutral
"Located at the west side of the Boca Shopping center. My server, Keith says this restaurant is affiliated with the original Grimaldi's under the Brooklyn Bridge. \nItalian Sausage and Mushroom pizza\nSetting is warm and inviting.\nWarning, the small pizza is a generous size (for an individual serving)",Neutral
The Seafood Buffet was ok. I think it's over priced. Otherwise it's not a bad buffet. I did Love the Shrimp Grits,Neutral
"Food wasn't terrible but it wasn't the best. What made the experience not so great was the service. Seemed like splitting a check due to business requirements for me set my server off and she was rude the remainder of my visit. It was super busy, so service was slow.",Negative
Works great,Positive
Meatballs??? They were stall over cooked and the sauce was cold. Was looking forward to eating here after all the hype we heard about it. But batch 19 on draft was good but that was it.,Negative
Such a great show. They gave free Jell-O shots. It was very funny and sexy. Definitely a must watch.,Positive
Went on a Friday for a beer and it took 20 minutes to get a drink.  Had to go to the bar to find the waitress.   Then couldn't even get the bill.  The manager said he would just take care of it.  Very disorganized.   Not a good experience.,Negative
"Good service and good place to catch a game. The tot chos were decent but my burger was over cooked. Overall, mediocre experience and may not be returning.",Negative
Worst service ever. Waited 30 min for a seat and saw at least 5 people who took a seat that should have been mine. Unfortunate because the place looked promising.,Negative
We love it! Bought the light bulbs as well and we use it daily!,Positive
Great place to get lunch.,Positive
"Works well for recipes and references. Nice device, just the right size.",Positive
"So far it seems to be a very nice item. It picks up on my voice and understands me without any problems. The other day I asked it to turn down the music from the next room and it heard me just fine. I've only used it to listen to music and check the weather, but it has done both of those things very well.",Positive
"The good:\nVery friendly place\nGood coffee\nGood pastries\nAllows you to seat, sip coffee and do your business\nfree wi-fi\nNice atmosphere\n\nThe bad:\nParking is limited\nCould use more pastry variety.",Positive
Es  excelente funciona genial,Positive
I don't come here anymore because they are never the same ..when you eat here is hit or miss..that's pretty bad for an establishment and I used to brag about this place to everyone..,Negative
"Nightmare.  It's a ghost town. Needles in parking lot. \""Lobby\"" is a hotel room with undesirables hanging around. Asked to see our rooms before checking in, given the key, room was filthy.  Saw a sticky note re: bedbugs.  Bolted, as fast as possible.",Negative
"Nice airport,  but really- with all the nice amenities like rocking chairs and moving walkways - but no free wifi?\n\nAnd can they do something about the annoying high-pitched beepers on the courtesy shuttles?",Neutral
"My friends and I all got the drunken noodle. It was mediocre, we asked for five star but it came way too spicy, AND WE ALL GOT TERRIBLY SICK. Stomach cramps, nausea, the works. Will not be eating here again!!!",Negative
"A fine spot for a weekend breakfast at a reasonable price.  Nothing to write home about, but a good meal.  There are very few options Uptown Charlotte...",Negative
Appears to be some kind of Scottsdale institution,Neutral
"What can you say, it's June, it's Phoenix and your outside..... But if the entertainer is worth it, it's not bad.  Open air with big fans. So it's never stagnant.  Tonight Ceelo GREEN opened for Lionel Richie and it was a good night......",Neutral
Love it. Thanks Amazon. You guys rock!!,Positive
"I had the shrimp tempura soba to go. The broth was ok but I definitely needed to add some of the spices they had there. Whatever that orange spice is, it's delicious. The shrimp tempura was VERY soggy and the sauce given with them was way too salty.",Neutral
Really good overview of the Arizona desert plants and flowers. Downside: It's in the desert and it's hot as hell. Enjoy!,Positive
The terminals are confusing and the airport seems old,Neutral
Easy to use and fast setup,Positive
"An update, ordered again on a weekday in the afternoon and everything went very smooth, food was ready and delicious, everyone loved it. This will be a weekday favorite for me,",Positive
This place is closed now. Was not very impressed with the BBQ.,Negative
"OK, Starbucks is Starbucks and this location like most has its share of regulars and comfortable atmosphere.",Neutral
The best thing since sliced bread!,Positive
The tech isn’t there. It doesn’t understand most common words and is basically a glorified radio,Negative
"About as good as Poutine gets however... Service is reasonable. Prices - fair. Selection - great. Burgers (yes, burgers) - very good.",Neutral
"No sense of urgency. The staff will leave you standing at the door waiting to be seated with with half the restaurant empty. SMH.  Food is good, but service lacks. Kinda disappointing especially with a restaurant sporting so many \""awards\"".",Negative
This is the kind of independent country place we all need to get behind and support if we don't want the entire landscape consisting of the big chain restaurants.,Positive
This is very user friendly,Positive
"Sea Bass appetizer very good and flavorful, but very small. Sushi was excellent. Service was non-personal, very transactional.  I recommend some Charm School Training!",Neutral
"Average Mexican restaurant. Margaritas were dreadful, sent them back. Had chicken suiza enchiladas and my husband had chicken fajitas. The chicken was good. Server got several things wrong with our order but was friendly. Nothing special or outstanding about this restaurant.",Negative
I try use with yale lock but isn’t work,Neutral
"Ended up here at 10pm because everything else was closed. An underwhelming Italian with undercooked calzone and soggy spaghetti. On the positive side, it was only \u00a330 for two people including some of their house wine. Overall, I won't be back if I can avoid it.",Negative
Easy set up very user friendly,Positive
"Let me keep this short, simple and to the point...\n\n1) Food is expensive.\n2) Food has no salt.\n3) Service is mediocre.\nAND THE KICKER......\n4) Found a hair in my wrap and was compensated with a truffle! \n\nI will most definitely NOT be back.",Negative
"All pau now. Out of business. The food was pretty good, but it was nice to have a place so close to work.",Neutral
The food was good but a bit overpriced. The drinks are fine. The ambiance is hip and casual for vegas.,Neutral
"Mediocre at best. Food was ok, service was ok, but nothing special. Will not eat here again in the near future.",Neutral
"Even with construction going on- \nIt's noisy - \nWent to front desk this am, Thomas very helpful- we got earplugs and a generous credit to eat at a restaurant! Above and beyond exceptional service !",Neutral
"While waiting for some friends, we ordered some edamame and spicy tuna rolls.  The edamame was tasty and steamed perfectly, while the the spicy tuna rolls were good. Great for grabbing a quick bite to eat if you're at the Hyatt.",Neutral
"Don't waste your time, keep driving.  Employees are rude and have lame stage names on their name tags.  \""Jazzy\"" tried to find reasons why she couldn't help us the finally sent us to another store. Gave them 1 star because you cant go any lower.",Negative
Too crowded.  The only thing I remember is the sweet potato fries.  Delicious.  But not worth the trip.,Neutral
Not a big fan of crepes but these were pretty good. Next time I won't order the Nutella crepe for the filling tasted more like chocolate syrup than hazelnut chocolate spread. I love how the management keeps this place very clean!,Neutral
I understand that you pay for what you get... But I just paid $34 for a large pizza with 4 toppings... ONE PIZZA! With 4 vegetables!!! Not worth the price at all!,Negative
"Sandwiches are good, not great, and prices are a li'l on the high side.\nExtra points for being family owned and having better service than Capriotti's.\nMinus a point for the strict rules on the punch cards.",Neutral
consistant service.  No bells or whistles to keep me from going out of my way to get to this location.,Neutral
Thought it was pretty cool new to streaming thing seemed easy to use,Positive
"This place is nothing too special for me. Overpriced drinks (well, it's in Vegas so...) and incredibly long wait on hot afternoons. But it's in a relatively good location in the middle of the Forum Shops so I see how it's very accessible for people.",Negative
"They had a great  photographer, rooms are dirty and everyone who works here have no clue. Every time we ask a question we are referred to next person. Oh and Yappy Hour creates a stinky mess they can't clean the dog poop away fast enough.",Negative
great food.. it's just in a dangerous scumy part of town...\ntwo stars deducted for that..\nVery authentic food.. and always great.. be weary of the gansters that happen to habitate here..  just smile when they stare you down!,Neutral
Typical self serve frozen yogurt. Nothing to get worked up about. The yogurt is true to the flavor it claims to be. I hate the sneeze guard on the toppings bar. It's hard to reach the far back toppings. It's good stuff though.,Neutral
"Fast food burger the way it's meant to taste.  Fresh beef and lettuce and non-frozen potato fries with a super thick vanilla shake to fill out any remaining empty spots in my stomach.   And as a frosting on an already yummy cake, it's open till late too.",Positive
"really like it,",Positive
Just terrible.  Took 2 hours to get my food by then the food was cold and stale.  Asked for a discount offered more crappy burgers.  This was the worst.,Negative
